Country,City,Prefix,Included channels,Setup price,Monthly price
United States,Eugene,1-541,2,5.00,5.00
United States,Tacoma,1-253,0,1.20,1.20
United States,Tacoma,1-253,2,5.00,5.00
United States,Vancouver,1-360,0,1.20,1.20
United States,Vancouver,1-360,2,5.00,5.00
Latvia,Riga,371-67,0,2.50,2.50
Latvia,Riga,371-67,2,5.00,5.00
United States,Jacksonville,1-904,0,1.20,1.20
United States,Jacksonville,1-904,2,5.00,5.00
United States,Tampa,1-813,0,1.20,1.20
United States,Tampa,1-813,2,5.00,5.00
United States,St Petersburg,1-727,0,1.20,1.20
United States,St Petersburg,1-727,2,5.00,5.00
United States,Pittsburgh,1-412,0,1.20,1.20
United States,Pittsburgh,1-412,2,5.00,5.00
United States,Austin,1-512,0,1.20,1.20
United States,Austin,1-512,2,5.00,5.00
United States,Fort Worth,1-817,0,1.20,1.20
United States,Fort Worth,1-817,2,5.00,5.00
United States,Richmond,1-804,0,1.20,1.20
United States,Richmond,1-804,2,5.00,5.00
Netherlands,Maastricht,31-43,0,1.50,1.50
Netherlands,Maastricht,31-43,2,5.00,5.00
Finland,Tampere,358-3,0,3.50,3.50
Finland,Tampere,358-3,2,5.00,5.00
Finland,Turku,358-2,0,3.50,3.50
Finland,Turku,358-2,2,5.00,5.00
United States,Vero Beach,1-772,0,1.20,1.20
United States,Vero Beach,1-772,2,5.00,5.00
United States,Fort Pierce,1-772,0,1.20,1.20
United States,Fort Pierce,1-772,2,5.00,5.00
United States,Jensen Beach,1-772,0,1.20,1.20
United States,Jensen Beach,1-772,2,5.00,5.00
United Kingdom,Southampton,44-238,0,1.20,1.20
United Kingdom,Southampton,44-238,2,5.00,5.00
United States,Gaithersburg,1-240,0,1.20,1.20
United States,Gaithersburg,1-240,2,5.00,5.00
United States,Philadelphia,1-267,0,1.20,1.20
United States,Philadelphia,1-267,2,5.00,5.00
United States,West Palm Beach,1-561,0,1.20,1.20
United States,West Palm Beach,1-561,2,5.00,5.00
United States,Dale City,1-571,0,1.20,1.20
United States,Dale City,1-571,2,5.00,5.00
United States,Huntington,1-631,0,1.20,1.20
United States,Huntington,1-631,2,5.00,5.00
United States,Woodbridge,1-732,0,1.20,1.20
United States,Woodbridge,1-732,2,5.00,5.00
United States,Coral Springs,1-954,0,1.20,1.20
United States,Coral Springs,1-954,2,5.00,5.00
United States,Pleasanton,1-925,0,1.20,1.20
United States,Pleasanton,1-925,2,5.00,5.00
United Kingdom,Norwich,44-1603,0,1.20,1.20
United Kingdom,Norwich,44-1603,2,5.00,5.00
United Kingdom,Maidenhead,44-1628,0,1.20,1.20
United Kingdom,Maidenhead,44-1628,2,5.00,5.00
United Kingdom,Chester,44-1244,0,1.20,1.20
United Kingdom,Chester,44-1244,2,5.00,5.00
Venezuela,Caracas,58-212,0,12.00,12.00
Venezuela,Caracas,58-212,2,15.00,15.00
Belgium,Herentals,32-14,0,2.50,2.50
Belgium,Herentals,32-14,2,5.00,5.00
Cyprus,Nicosia,357-22,0,8.00,8.00
Cyprus,Nicosia,357-22,2,9.00,9.00
United Kingdom,Oxford,44-1865,0,1.20,1.20
United Kingdom,Oxford,44-1865,2,5.00,5.00
United States,Moreno,1-951,0,1.20,1.20
United States,Moreno,1-951,2,5.00,5.00
United States,Santa Clarita,1-661,0,1.20,1.20
United States,Santa Clarita,1-661,2,5.00,5.00
United States,Salinas,1-831,0,1.20,1.20
United States,Salinas,1-831,2,5.00,5.00
United States,Hayward,1-510,0,1.20,1.20
United States,Hayward,1-510,2,5.00,5.00
United States,Pasadena,1-626,0,1.20,1.20
United States,Pasadena,1-626,2,5.00,5.00
United Kingdom,Sheffield,44-114,0,1.20,1.20
United Kingdom,Sheffield,44-114,2,5.00,5.00
United Kingdom,Leeds,44-113,0,1.20,1.20
United Kingdom,Leeds,44-113,2,5.00,5.00
United Kingdom,Rochdale,44-1706,0,1.20,1.20
United Kingdom,Rochdale,44-1706,2,5.00,5.00
Ukraine,Odesa,380-48,2,20.00,20.00
United States,Wilmington,1-302,0,1.20,1.20
United States,Wilmington,1-302,2,5.00,5.00
United States,San Antonio,1-210,0,1.20,1.20
United States,San Antonio,1-210,2,5.00,5.00
United States,Arlington,1-817,0,1.20,1.20
United States,Arlington,1-817,2,5.00,5.00
United States,Newark,1-302,0,1.20,1.20
United States,Newark,1-302,2,5.00,5.00
United Kingdom,National,44-844,0,1.20,1.20
United Kingdom,National,44-844,2,5.00,5.00
Brazil,Recife,55-81,0,3.50,3.50
Brazil,Recife,55-81,2,6.00,6.00
Australia,Sydney,61-28,0,3.50,3.50
Australia,Sydney,61-28,2,5.00,5.00
Dominican Republic,Santo Domingo,1-829,0,8.00,8.00
Dominican Republic,Santo Domingo,1-829,2,10.00,10.00
Panama,Panama,507-836,0,8.00,8.00
Panama,Panama,507-836,2,10.00,10.00
United States,Corona,1-951,0,1.20,1.20
United States,Corona,1-951,2,5.00,5.00
United States,Palmdale,1-661,0,1.20,1.20
United States,Palmdale,1-661,2,5.00,5.00
United States,Lancaster,1-661,0,1.20,1.20
United States,Lancaster,1-661,2,5.00,5.00
United States,Escondido,1-760,0,1.20,1.20
United States,Escondido,1-760,2,5.00,5.00
United States,Orange,1-714,0,1.20,1.20
United States,Orange,1-714,2,5.00,5.00
United States,Elk Grove,1-916,0,1.20,1.20
United States,Elk Grove,1-916,2,5.00,5.00
United States,Tucson,1-520,0,1.20,1.20
United States,Tucson,1-520,2,5.00,5.00
Canada,Sherbrooke,1-819,0,1.20,1.20
Canada,Sherbrooke,1-819,2,5.00,5.00
Canada,Ajax-Pickering,1-289,0,1.20,1.20
Canada,Ajax-Pickering,1-289,2,5.00,5.00
Canada,Barrie,1-705,0,1.20,1.20
Canada,Barrie,1-705,2,5.00,5.00
United States,Beaumont,1-409,0,1.20,1.20
United States,Beaumont,1-409,2,5.00,5.00
United States,McAllen,1-956,0,1.20,1.20
United States,McAllen,1-956,2,5.00,5.00
United Kingdom,Northwich,44-1606,0,1.20,1.20
United Kingdom,Northwich,44-1606,2,5.00,5.00
South Africa,Cape Town,27-21,0,3.50,3.50
South Africa,Cape Town,27-21,2,5.00,5.00
South Africa,Durban,27-31,0,3.50,3.50
South Africa,Durban,27-31,2,5.00,5.00
Italy,Caltagirone,39-0933,0,2.50,2.50
Italy,Caltagirone,39-0933,2,5.00,5.00
Italy,Ragusa,39-0932,0,2.50,2.50
Italy,Ragusa,39-0932,2,5.00,5.00
South Africa,Johannesburg,27-10,0,3.50,3.50
South Africa,Johannesburg,27-10,2,5.00,5.00
South Africa,Pretoria,27-12,0,3.50,3.50
South Africa,Pretoria,27-12,2,5.00,5.00
South Africa,National,27-87,0,3.50,3.50
South Africa,National,27-87,2,5.00,5.00
Mexico,Veracruz,52-229,0,5.00,5.00
Mexico,Veracruz,52-229,2,8.00,8.00
United Kingdom,Bristol,44-117,0,1.20,1.20
United Kingdom,Bristol,44-117,2,5.00,5.00
United Kingdom,Bradford,44-1274,0,1.20,1.20
United Kingdom,Bradford,44-1274,2,5.00,5.00
Poland,Radom,48-48,0,2.50,2.50
Poland,Radom,48-48,2,5.00,5.00
Poland,Lodz,48-42,0,2.50,2.50
Poland,Lodz,48-42,2,5.00,5.00
Poland,Poznan,48-61,0,2.50,2.50
Poland,Poznan,48-61,2,5.00,5.00
Poland,Gdansk,48-58,0,2.50,2.50
Poland,Gdansk,48-58,2,5.00,5.00
Poland,Szczecin,48-91,0,2.50,2.50
Poland,Szczecin,48-91,2,5.00,5.00
Poland,Bydgoszcz,48-52,0,2.50,2.50
Poland,Bydgoszcz,48-52,2,5.00,5.00
Poland,Lublin,48-81,0,2.50,2.50
Poland,Lublin,48-81,2,5.00,5.00
Poland,Katowice,48-32,0,2.50,2.50
Poland,Katowice,48-32,2,5.00,5.00
Poland,Bialystok,48-85,0,2.50,2.50
Poland,Bialystok,48-85,2,5.00,5.00
United States,Charlotte,1-704,0,1.20,1.20
United States,Charlotte,1-704,2,5.00,5.00
United Kingdom,Bury St Edmunds,44-1284,0,1.20,1.20
United Kingdom,Bury St Edmunds,44-1284,2,5.00,5.00
Canada,Medicine Hat,1-403,0,1.20,1.20
Canada,Medicine Hat,1-403,2,5.00,5.00
Canada,St Jerome,1-450,0,1.20,1.20
Canada,St Jerome,1-450,2,5.00,5.00
United States,Bellevue,1-425,0,1.20,1.20
United States,Bellevue,1-425,2,5.00,5.00
Italy,Salerno,39-089,0,2.50,2.50
Italy,Salerno,39-089,2,5.00,5.00
United Kingdom,Ballycastle,44-2820,0,1.20,1.20
United Kingdom,Ballycastle,44-2820,2,5.00,5.00
United Kingdom,Martinstown,44-2821,0,1.20,1.20
United Kingdom,Martinstown,44-2821,2,5.00,5.00
United Kingdom,Ballymena,44-2825,0,1.20,1.20
United Kingdom,Ballymena,44-2825,2,5.00,5.00
United States,Colorado Springs,1-719,0,1.20,1.20
United States,Colorado Springs,1-719,2,5.00,5.00
United States,Akron,1-234,0,1.20,1.20
United States,Akron,1-234,2,5.00,5.00
Netherlands,Haarlem,31-23,0,1.50,1.50
Netherlands,Haarlem,31-23,2,5.00,5.00
United Kingdom,Wigan,44-1942,0,1.20,1.20
United Kingdom,Wigan,44-1942,2,5.00,5.00
United Kingdom,Lisburn,44-2892,0,1.20,1.20
United Kingdom,Lisburn,44-2892,2,5.00,5.00
Canada,Kitchener-Waterloo,1-226,0,1.20,1.20
Canada,Kitchener-Waterloo,1-226,2,5.00,5.00
Canada,Niagara Falls,1-289,0,1.20,1.20
Canada,Niagara Falls,1-289,2,5.00,5.00
Canada,Niagara-on-the-lake,1-289,0,1.20,1.20
Canada,Niagara-on-the-lake,1-289,2,5.00,5.00
Canada,Markham,1-289,0,1.20,1.20
Canada,Markham,1-289,2,5.00,5.00
Canada,Aurora,1-289,0,1.20,1.20
Canada,Aurora,1-289,2,5.00,5.00
Canada,Hull,1-819,0,1.20,1.20
Canada,Hull,1-819,2,5.00,5.00
Canada,Stoney Creek,1-289,0,1.20,1.20
Canada,Stoney Creek,1-289,2,5.00,5.00
Canada,Ancaster,1-289,0,1.20,1.20
Canada,Ancaster,1-289,2,5.00,5.00
Canada,St Johns,1-709,0,1.20,1.20
Canada,St Johns,1-709,2,5.00,5.00
Canada,Grimsby,1-289,0,1.20,1.20
Canada,Grimsby,1-289,2,5.00,5.00
Canada,Orillia,1-705,0,1.20,1.20
Canada,Orillia,1-705,2,5.00,5.00
Canada,Bolton,1-289,0,1.20,1.20
Canada,Bolton,1-289,2,5.00,5.00
Canada,King City,1-289,0,1.20,1.20
Canada,King City,1-289,2,5.00,5.00
Canada,Stouffville,1-289,0,1.20,1.20
Canada,Stouffville,1-289,2,5.00,5.00
Canada,Kleinburg,1-289,0,1.20,1.20
Canada,Kleinburg,1-289,2,5.00,5.00
Canada,Maple,1-289,0,1.20,1.20
Canada,Maple,1-289,2,5.00,5.00
Canada,Woodbridge,1-289,0,1.20,1.20
Canada,Woodbridge,1-289,2,5.00,5.00
Canada,Milton,1-289,0,1.20,1.20
Canada,Milton,1-289,2,5.00,5.00
Canada,Sudbury,1-705,0,1.20,1.20
Canada,Sudbury,1-705,2,5.00,5.00
Canada,Bowmanville,1-289,0,1.20,1.20
Canada,Bowmanville,1-289,2,5.00,5.00
Canada,Whitby,1-289,0,1.20,1.20
Canada,Whitby,1-289,2,5.00,5.00
Canada,Richmond Hill,1-289,0,1.20,1.20
Canada,Richmond Hill,1-289,2,5.00,5.00
Canada,Peterborough,1-705,0,1.20,1.20
Canada,Peterborough,1-705,2,5.00,5.00
Canada,Oak Ridges,1-289,0,1.20,1.20
Canada,Oak Ridges,1-289,2,5.00,5.00
Canada,Mississauga - Malton,1-289,0,1.20,1.20
Canada,Mississauga - Malton,1-289,2,5.00,5.00
Canada,Streetsville,1-289,0,1.20,1.20
Canada,Streetsville,1-289,2,5.00,5.00
Canada,Cooksville,1-289,0,1.20,1.20
Canada,Cooksville,1-289,2,5.00,5.00
Canada,South Pickering,1-289,0,1.20,1.20
Canada,South Pickering,1-289,2,5.00,5.00
Canada,Laval - Chomedey,1-450,0,1.20,1.20
Canada,Laval - Chomedey,1-450,2,5.00,5.00
Canada,Laval-Est,1-450,0,1.20,1.20
Canada,Laval-Est,1-450,2,5.00,5.00
Canada,Ste-Genevieve,1-514,0,1.20,1.20
Canada,Ste-Genevieve,1-514,2,5.00,5.00
Canada,Laval-Ouest,1-450,0,1.20,1.20
Canada,Laval-Ouest,1-450,2,5.00,5.00
Canada,Roxboro,1-514,0,1.20,1.20
Canada,Roxboro,1-514,2,5.00,5.00
Canada,St-Vincent-de-Paul,1-450,0,1.20,1.20
Canada,St-Vincent-de-Paul,1-450,2,5.00,5.00
Canada,Longueuil,1-450,0,1.20,1.20
Canada,Longueuil,1-450,2,5.00,5.00
Canada,Beloeil,1-450,0,1.20,1.20
Canada,Beloeil,1-450,2,5.00,5.00
Canada,Ile-Perrot,1-514,0,1.20,1.20
Canada,Ile-Perrot,1-514,2,5.00,5.00
Canada,Boucherville,1-450,0,1.20,1.20
Canada,Boucherville,1-450,2,5.00,5.00
Canada,Chambly,1-450,0,1.20,1.20
Canada,Chambly,1-450,2,5.00,5.00
Canada,La Prairie,1-450,0,1.20,1.20
Canada,La Prairie,1-450,2,5.00,5.00
Canada,Gatineau,1-819,0,1.20,1.20
Canada,Gatineau,1-819,2,5.00,5.00
Canada,Marieville,1-450,0,1.20,1.20
Canada,Marieville,1-450,2,5.00,5.00
Canada,Joliette,1-450,0,1.20,1.20
Canada,Joliette,1-450,2,5.00,5.00
Canada,St Bruno,1-450,0,1.20,1.20
Canada,St Bruno,1-450,2,5.00,5.00
Canada,St Julie-deVercheres,1-450,0,1.20,1.20
Canada,St Julie-deVercheres,1-450,2,5.00,5.00
Canada,Vercheres,1-450,0,1.20,1.20
Canada,Vercheres,1-450,2,5.00,5.00
Canada,St Lambert,1-450,0,1.20,1.20
Canada,St Lambert,1-450,2,5.00,5.00
Canada,Varennes,1-450,0,1.20,1.20
Canada,Varennes,1-450,2,5.00,5.00
Canada,St Marc,1-450,0,1.20,1.20
Canada,St Marc,1-450,2,5.00,5.00
Canada,Borden-Angus,1-705,0,1.20,1.20
Canada,Borden-Angus,1-705,2,5.00,5.00
Canada,St Rose,1-450,0,1.20,1.20
Canada,St Rose,1-450,2,5.00,5.00
Cyprus,Paphos,357-26,0,8.00,8.00
Cyprus,Paphos,357-26,2,9.00,9.00
United Kingdom,Dartford,44-1322,0,1.20,1.20
United Kingdom,Dartford,44-1322,2,5.00,5.00
Brazil,Campo Grande,55-67,0,3.50,3.50
Brazil,Campo Grande,55-67,2,6.00,6.00
Brazil,Blumenau,55-47,0,3.50,3.50
Brazil,Blumenau,55-47,2,6.00,6.00
Brazil,Foz Do Iguacu,55-45,2,6.00,6.00
Brazil,Cuiaba,55-65,0,3.50,3.50
Brazil,Cuiaba,55-65,2,6.00,6.00
Venezuela,Valencia,58-241,0,12.00,12.00
Venezuela,Valencia,58-241,2,15.00,15.00
Venezuela,Barquisimeto,58-251,0,12.00,12.00
Venezuela,Barquisimeto,58-251,2,15.00,15.00
Italy,Venice,39-041,0,2.50,2.50
Italy,Venice,39-041,2,5.00,5.00
United States,Anchorage,1-907,300,5.00,5.00
New Zealand,Hamilton,64-7,0,3.50,3.50
New Zealand,Hamilton,64-7,2,5.00,5.00
New Zealand,Tauranga,64-7,0,3.50,3.50
New Zealand,Tauranga,64-7,2,5.00,5.00
United Kingdom,Stratford-upon-Avon,44-1789,0,1.20,1.20
United Kingdom,Stratford-upon-Avon,44-1789,2,5.00,5.00
United Kingdom,Rugby,44-1788,0,1.20,1.20
United Kingdom,Rugby,44-1788,2,5.00,5.00
Croatia,Dubrovnik,385-20,0,3.50,3.50
Croatia,Dubrovnik,385-20,2,5.00,5.00
United States,San Pedro,1-310,0,1.20,1.20
United States,San Pedro,1-310,2,5.00,5.00
Venezuela,Maracay,58-243,0,12.00,12.00
Venezuela,Maracay,58-243,2,15.00,15.00
United Kingdom,Kilrea,44-2829,0,1.20,1.20
United Kingdom,Kilrea,44-2829,2,5.00,5.00
United Kingdom,Thanet,44-1843,0,1.20,1.20
United Kingdom,Thanet,44-1843,2,5.00,5.00
United Kingdom,Camberley,44-1276,0,1.20,1.20
United Kingdom,Camberley,44-1276,2,5.00,5.00
United Kingdom,Hitchin,44-1462,0,1.20,1.20
United Kingdom,Hitchin,44-1462,2,5.00,5.00
United Kingdom,Staines,44-1784,0,1.20,1.20
United Kingdom,Staines,44-1784,2,5.00,5.00
United States,Toll-free,1-877,300,5.00,5.00
Canada,Toll-free,1-888,300,5.00,5.00
Dominican Republic,Santiago,1-829,0,8.00,8.00
Dominican Republic,Santiago,1-829,2,10.00,10.00
United States,Medford,1-781,0,1.20,1.20
United States,Medford,1-781,2,5.00,5.00
United States,Waltham,1-781,0,1.20,1.20
United States,Waltham,1-781,2,5.00,5.00
United States,Des Plaines,1-224,0,1.20,1.20
United States,Des Plaines,1-224,2,5.00,5.00
Canada,Toll-free,1-866,300,5.00,5.00
United Kingdom,Toll-free,44-808,300,5.00,5.00
United Kingdom,Carlisle,44-1228,0,1.20,1.20
United Kingdom,Carlisle,44-1228,2,5.00,5.00
United States,El Monte,1-626,0,1.20,1.20
United States,El Monte,1-626,2,5.00,5.00
United States,Vallejo,1-707,0,1.20,1.20
United States,Vallejo,1-707,2,5.00,5.00
United States,Simi Valley,1-805,0,1.20,1.20
United States,Simi Valley,1-805,2,5.00,5.00
United States,Thousand Oaks,1-805,0,1.20,1.20
United States,Thousand Oaks,1-805,2,5.00,5.00
United States,Concord,1-925,0,1.20,1.20
United States,Concord,1-925,2,5.00,5.00
United Kingdom,Maidstone,44-1622,0,1.20,1.20
United Kingdom,Maidstone,44-1622,2,5.00,5.00
Spain,National,34-902,0,3.50,3.50
Spain,National,34-902,2,5.00,5.00
United States,Homestead,1-786,0,1.20,1.20
United States,Homestead,1-786,2,5.00,5.00
Australia,Toll-free,61-1800,300,65.00,9.00
New Zealand,Toll-free,64-800,300,38.00,33.00
United States,Toll-free,1-866,300,5.00,5.00
United States,Beverly Hills,1-310,0,1.20,1.20
United States,Beverly Hills,1-310,2,5.00,5.00
United States,Cocoa,1-321,0,1.20,1.20
United States,Cocoa,1-321,2,5.00,5.00
Netherlands,Almere,31-36,0,1.50,1.50
Netherlands,Almere,31-36,2,5.00,5.00
United Kingdom,Crawley,44-1293,0,1.20,1.20
United Kingdom,Crawley,44-1293,2,5.00,5.00
Switzerland,Olten,41-62,0,2.50,2.50
Switzerland,Olten,41-62,2,5.00,5.00
Switzerland,Rapperswil,41-55,0,2.50,2.50
Switzerland,Rapperswil,41-55,2,5.00,5.00
Switzerland,Winterthur,41-52,0,2.50,2.50
Switzerland,Winterthur,41-52,2,5.00,5.00
Italy,Modena,39-059,0,2.50,2.50
Italy,Modena,39-059,2,5.00,5.00
Italy,Parma,39-0521,0,2.50,2.50
Italy,Parma,39-0521,2,5.00,5.00
Netherlands,Assen,31-592,0,1.50,1.50
Netherlands,Assen,31-592,2,5.00,5.00
Australia,Hobart,61-36,0,3.50,3.50
Australia,Hobart,61-36,2,5.00,5.00
Australia,Newcastle,61-24,0,3.50,3.50
Australia,Newcastle,61-24,2,5.00,5.00
Mexico,Hermosillo,52-662,0,5.00,5.00
Mexico,Hermosillo,52-662,2,8.00,8.00
Mexico,Mexicali,52-686,0,5.00,5.00
Mexico,Mexicali,52-686,2,8.00,8.00
Mexico,Nogales,52-631,0,5.00,5.00
Mexico,Nogales,52-631,2,8.00,8.00
Israel,Beer Sheva,972-8,0,2.50,2.50
Israel,Beer Sheva,972-8,2,5.00,5.00
Israel,Haifa,972-4,0,2.50,2.50
Israel,Haifa,972-4,2,5.00,5.00
Canada,Victoria,1-778,0,1.20,1.20
Canada,Victoria,1-778,2,5.00,5.00
Ukraine,Lviv,380-322,2,20.00,20.00
Ukraine,Kharkiv,380-57,2,20.00,20.00
Australia,Geelong,61-352,0,3.50,3.50
Australia,Geelong,61-352,2,5.00,5.00
Australia,Launceston,61-363,0,3.50,3.50
Australia,Launceston,61-363,2,5.00,5.00
Australia,Gosford,61-243,0,3.50,3.50
Australia,Gosford,61-243,2,5.00,5.00
Australia,Wollongong,61-242,0,3.50,3.50
Australia,Wollongong,61-242,2,5.00,5.00
New Zealand,Rotorua,64-7,0,3.50,3.50
New Zealand,Rotorua,64-7,2,5.00,5.00
Venezuela,Puerto Ordaz,58-286,0,12.00,12.00
Venezuela,Puerto Ordaz,58-286,2,15.00,15.00
United Kingdom,Bolton,44-1204,0,1.20,1.20
United Kingdom,Bolton,44-1204,2,5.00,5.00
United Kingdom,Peterborough,44-1733,0,1.20,1.20
United Kingdom,Peterborough,44-1733,2,5.00,5.00
United Kingdom,Bournemouth,44-1202,0,1.20,1.20
United Kingdom,Bournemouth,44-1202,2,5.00,5.00
United Kingdom,Preston,44-1772,0,1.20,1.20
United Kingdom,Preston,44-1772,2,5.00,5.00
United Kingdom,Exeter,44-1392,0,1.20,1.20
United Kingdom,Exeter,44-1392,2,5.00,5.00
United Kingdom,Darlington,44-1325,0,1.20,1.20
United Kingdom,Darlington,44-1325,2,5.00,5.00
United Kingdom,Eastbourne,44-1323,0,1.20,1.20
United Kingdom,Eastbourne,44-1323,2,5.00,5.00
United Kingdom,Telford,44-1952,0,1.20,1.20
United Kingdom,Telford,44-1952,2,5.00,5.00
United Kingdom,Grimsby,44-1472,0,1.20,1.20
United Kingdom,Grimsby,44-1472,2,5.00,5.00
United Kingdom,Luton,44-1582,0,1.20,1.20
United Kingdom,Luton,44-1582,2,5.00,5.00
United Kingdom,Brighton,44-1273,0,1.20,1.20
United Kingdom,Brighton,44-1273,2,5.00,5.00
United Kingdom,Swindon,44-1793,0,1.20,1.20
United Kingdom,Swindon,44-1793,2,5.00,5.00
United Kingdom,Worcester,44-1905,0,1.20,1.20
United Kingdom,Worcester,44-1905,2,5.00,5.00
United States,Ventura Central,1-805,0,1.20,1.20
United States,Ventura Central,1-805,2,5.00,5.00
Switzerland,Fribourg,41-26,0,2.50,2.50
Switzerland,Fribourg,41-26,2,5.00,5.00
Switzerland,Lugano,41-91,0,2.50,2.50
Switzerland,Lugano,41-91,2,5.00,5.00
United Kingdom,Felixstowe,44-1394,0,1.20,1.20
United Kingdom,Felixstowe,44-1394,2,5.00,5.00
Greece,Heraklion,30-281,0,2.50,2.50
Greece,Heraklion,30-281,2,5.00,5.00
Ireland,Cork,353-21,0,1.50,1.50
Ireland,Cork,353-21,2,5.00,5.00
Ireland,Galway,353-91,0,1.50,1.50
Ireland,Galway,353-91,2,5.00,5.00
Ireland,Limerick,353-61,0,1.50,1.50
Ireland,Limerick,353-61,2,5.00,5.00
Ireland,Waterford,353-51,0,1.50,1.50
Ireland,Waterford,353-51,2,5.00,5.00
United Kingdom,Cambridge,44-1223,0,1.20,1.20
United Kingdom,Cambridge,44-1223,2,5.00,5.00
United Kingdom,Aberdeen,44-1224,0,1.20,1.20
United Kingdom,Aberdeen,44-1224,2,5.00,5.00
United Kingdom,Ipswich,44-1473,0,1.20,1.20
United Kingdom,Ipswich,44-1473,2,5.00,5.00
Ukraine,Dnipro,380-56,2,20.00,20.00
Ukraine,Donetsk,380-62,2,20.00,20.00
Canada,Ottawa-Hull,1-613,0,1.20,1.20
Canada,Ottawa-Hull,1-613,2,5.00,5.00
Norway,Hordaland,47-56,0,1.50,1.50
Norway,Hordaland,47-56,2,5.00,5.00
Norway,Trondelag,47-73,0,1.50,1.50
Norway,Trondelag,47-73,2,5.00,5.00
United Kingdom,Portsmouth,44-239,0,1.20,1.20
United Kingdom,Portsmouth,44-239,2,5.00,5.00
United Kingdom,Plymouth,44-1752,0,1.20,1.20
United Kingdom,Plymouth,44-1752,2,5.00,5.00
United Kingdom,Swansea,44-1792,0,1.20,1.20
United Kingdom,Swansea,44-1792,2,5.00,5.00
Sweden,Karlskrona,46-455,0,2.50,2.50
Sweden,Karlskrona,46-455,2,5.00,5.00
Canada,Moncton,1-506,0,1.20,1.20
Canada,Moncton,1-506,2,5.00,5.00
Ireland,Donegal,353-74,0,1.50,1.50
Ireland,Donegal,353-74,2,5.00,5.00
United States,Mountholly,1-609,0,1.20,1.20
United States,Mountholly,1-609,2,5.00,5.00
United States,Fremont-Newark,1-510,0,1.20,1.20
United States,Fremont-Newark,1-510,2,5.00,5.00
United States,Santa Rosa,1-707,0,1.20,1.20
United States,Santa Rosa,1-707,2,5.00,5.00
United States,Sunnyvale,1-408,0,1.20,1.20
United States,Sunnyvale,1-408,2,5.00,5.00
Sweden,Vasteras,46-21,0,2.50,2.50
Sweden,Vasteras,46-21,2,5.00,5.00
Sweden,Orebro-Kumla,46-19,0,2.50,2.50
Sweden,Orebro-Kumla,46-19,2,5.00,5.00
Sweden,Uppsala,46-18,0,2.50,2.50
Sweden,Uppsala,46-18,2,5.00,5.00
United States,Albuqurque,1-505,0,1.20,1.20
United States,Albuqurque,1-505,2,5.00,5.00
United States,Las Cruces,1-575,0,1.20,1.20
United States,Las Cruces,1-575,2,5.00,5.00
United States,Syracuse,1-315,0,1.20,1.20
United States,Syracuse,1-315,2,5.00,5.00
United States,Omaha,1-402,0,1.20,1.20
United States,Omaha,1-402,2,5.00,5.00
United States,Santa Fe,1-505,0,1.20,1.20
United States,Santa Fe,1-505,2,5.00,5.00
United States,Milwaukee,1-414,0,1.20,1.20
United States,Milwaukee,1-414,2,5.00,5.00
United States,Cheyenne,1-307,0,1.20,1.20
United States,Cheyenne,1-307,2,5.00,5.00
United States,Davenport,1-563,0,1.20,1.20
United States,Davenport,1-563,2,5.00,5.00
United States,Cedar Rapids,1-319,0,1.20,1.20
United States,Cedar Rapids,1-319,2,5.00,5.00
United States,Rapid City,1-605,0,1.20,1.20
United States,Rapid City,1-605,2,5.00,5.00
United States,Sioux Falls,1-605,0,1.20,1.20
United States,Sioux Falls,1-605,2,5.00,5.00
United States,Idaho Falls,1-208,0,1.20,1.20
United States,Idaho Falls,1-208,2,5.00,5.00
United Kingdom,Southend-on-Sea,44-1702,0,1.20,1.20
United Kingdom,Southend-on-Sea,44-1702,2,5.00,5.00
United States,New Haven,1-203,0,1.20,1.20
United States,New Haven,1-203,2,5.00,5.00
United States,Hartford,1-860,0,1.20,1.20
United States,Hartford,1-860,2,5.00,5.00
United States,Casper,1-307,0,1.20,1.20
United States,Casper,1-307,2,5.00,5.00
United States,Des Moines,1-515,0,1.20,1.20
United States,Des Moines,1-515,2,5.00,5.00
United States,Madison,1-608,0,1.20,1.20
United States,Madison,1-608,2,5.00,5.00
United States,Phoenix,1-623,0,1.20,1.20
United States,Phoenix,1-623,2,5.00,5.00
United States,Pahrump,1-775,0,1.20,1.20
United States,Pahrump,1-775,2,5.00,5.00
United Kingdom,Bishops Waltham,44-1489,0,1.20,1.20
United Kingdom,Bishops Waltham,44-1489,2,5.00,5.00
United States,Akron,1-330,0,1.20,1.20
United States,Akron,1-330,2,5.00,5.00
United States,Lodi,1-209,0,1.20,1.20
United States,Lodi,1-209,2,5.00,5.00
Slovenia,Maribor,386-2,0,2.50,2.50
Slovenia,Maribor,386-2,2,5.00,5.00
Slovenia,Celje,386-3,0,2.50,2.50
Slovenia,Celje,386-3,2,5.00,5.00
Slovenia,Kranj,386-4,0,2.50,2.50
Slovenia,Kranj,386-4,2,5.00,5.00
Slovenia,Nova Gorica,386-5,0,2.50,2.50
Slovenia,Nova Gorica,386-5,2,5.00,5.00
Slovenia,Novo Mesto,386-7,0,2.50,2.50
Slovenia,Novo Mesto,386-7,2,5.00,5.00
Slovakia,Poprad,421-52,0,2.50,2.50
Slovakia,Poprad,421-52,2,5.00,5.00
United States,Washington,1-301,0,1.20,1.20
United States,Washington,1-301,2,5.00,5.00
United States,Waterlo,1-410,0,1.20,1.20
